siniestro_id,antiguedad_vehiculo,valor_vehiculo,severidad,tipo_siniestro,piezas_afectadas,requiere_grua,combustible,costo_reparacion
891,10,43450,Leve,Robo_Parcial,4,0,Diesel,6971.84
892,3,56975,Leve,Colision,6,0,Diesel,6754.84
893,2,26006,Leve,Robo_Parcial,3,0,Diesel,7875.56
894,6,149792,Media,Choque_Multiple,3,0,Diesel,12976.26
895,18,41060,Leve,Colision,7,0,Hibrido,11519.24
896,18,74635,Media,Choque_Multiple,7,0,Electrico,16556.44
897,5,128459,Media,Robo_Parcial,4,0,Gasolina,11147.21
898,11,88116,Media,Robo_Parcial,7,0,Gasolina,13301.99
899,2,154478,Leve,Choque_Multiple,1,1,Diesel,8020.62
900,14,28145,Grave,Robo_Parcial,8,1,Hibrido,21257.12
901,2,174212,Leve,Volcadura,1,0,Gasolina,11793.83
902,15,107175,Media,Choque_Multiple,6,0,Gasolina,15024.2
903,14,110031,Grave,Volcadura,11,1,Hibrido,26477.89
904,14,65025,Leve,Choque_Multiple,2,1,Gasolina,8869.08
905,4,129705,Leve,Colision,4,1,Electrico,8495.9
906,6,49863,Leve,Colision,2,0,Gasolina,5900.93
907,17,97789,Leve,Colision,2,0,Gasolina,5955.75
908,1,117633,Grave,Colision,8,1,Gasolina,19789.42
909,7,160990,Grave,Choque_Multiple,9,1,Gasolina,22540.95
910,5,113756,Media,Robo_Parcial,5,1,Gasolina,13394.58
911,11,58589,Leve,Inundacion,4,0,Gasolina,10831.55
912,10,86194,Grave,Inundacion,6,1,Gasolina,18929.62
913,8,170488,Leve,Choque_Multiple,1,0,Diesel,7094.41
914,18,85011,Media,Robo_Parcial,6,0,Hibrido,13442.64
915,10,158945,Grave,Colision,10,1,Gasolina,22374.9
916,14,94732,Leve,Colision,4,0,Gasolina,9870.95
917,1,149189,Leve,Robo_Parcial,1,0,Gasolina,9028.45
918,8,108895,Media,Colision,6,0,Gasolina,11643.49
919,3,102494,Media,Choque_Multiple,7,0,Diesel,16098.18
920,13,27861,Leve,Colision,2,0,Gasolina,5507.89
921,11,146881,Media,Inundacion,4,1,Gasolina,16466.19
922,10,53244,Grave,Colision,10,1,Gasolina,20693.66
923,18,58694,Leve,Colision,4,0,Gasolina,7947.65
924,12,169212,Leve,Colision,2,0,Diesel,9198.51
925,9,109938,Media,Robo_Parcial,6,0,Gasolina,12888.95
926,2,42798,Leve,Colision,4,1,Gasolina,8390.27
927,11,113646,Leve,Colision,4,1,Gasolina,9651.36
928,12,65628,Media,Colision,6,0,Hibrido,13028.08
929,7,87721,Leve,Robo_Parcial,5,0,Gasolina,9179.22
930,1,82409,Media,Inundacion,6,0,Gasolina,14123.87
931,12,30047,Media,Colision,8,0,Gasolina,12277.5
932,6,179578,Leve,Colision,1,1,Hibrido,9235.38
933,16,68038,Leve,Colision,5,0,Gasolina,8398.22
934,11,158924,Leve,Volcadura,3,0,Hibrido,12980.14
935,12,56239,Media,Colision,1,0,Diesel,9314.46
936,6,73452,Leve,Colision,6,0,Diesel,10185.76
937,9,81188,Grave,Choque_Multiple,9,1,Diesel,21438.15
938,18,91147,Leve,Colision,6,0,Gasolina,9805.78
939,12,110815,Media,Colision,6,0,Gasolina,10021.33
940,7,45361,Media,Volcadura,7,0,Electrico,16086.5
941,0,104546,Leve,Choque_Multiple,3,0,Diesel,8429.94
942,13,122732,Leve,Colision,6,0,Gasolina,10204.77
943,8,144780,Grave,Volcadura,9,1,Hibrido,24967.98
944,0,149912,Leve,Colision,2,0,Diesel,6000.8
945,8,95796,Leve,Robo_Parcial,5,0,Gasolina,9851.04
946,12,32837,Leve,Colision,1,1,Hibrido,6578.33
947,2,98616,Media,Choque_Multiple,6,0,Electrico,15659.05
948,6,86556,Media,Choque_Multiple,6,0,Hibrido,14075.59
949,17,153064,Media,Choque_Multiple,5,1,Gasolina,14874.53
950,15,167761,Leve,Robo_Parcial,1,1,Diesel,10947.88
951,11,131693,Leve,Colision,1,0,Hibrido,7833.45
952,15,167152,Leve,Inundacion,4,1,Hibrido,15311.78
953,14,143166,Media,Volcadura,6,0,Hibrido,18848.8
954,4,114561,Media,Volcadura,7,1,Hibrido,20349.58
955,6,128900,Leve,Colision,4,1,Gasolina,9954.76
956,0,91772,Grave,Robo_Parcial,10,1,Diesel,21197.3
957,10,153235,Leve,Choque_Multiple,3,0,Diesel,9093.89
958,12,82428,Media,Choque_Multiple,3,0,Diesel,8899.91
959,4,74369,Media,Volcadura,9,0,Hibrido,17827.59
960,9,88395,Media,Colision,6,0,Gasolina,13282.18
961,0,33152,Leve,Colision,4,1,Gasolina,5061.6
962,3,135603,Grave,Robo_Parcial,11,1,Gasolina,22171.75
963,11,79643,Leve,Robo_Parcial,5,0,Diesel,8625.73
964,1,156070,Leve,Colision,1,0,Gasolina,4381.91
965,3,135808,Media,Robo_Parcial,3,0,Gasolina,13638.57
966,1,152781,Media,Colision,5,0,Hibrido,13274.55
967,3,144193,Leve,Colision,1,0,Gasolina,5611.93
968,14,81768,Media,Colision,5,0,Gasolina,10018.84
969,16,141504,Leve,Colision,2,0,Gasolina,9395.38
970,1,91375,Media,Choque_Multiple,2,0,Gasolina,10422.85
971,9,111878,Leve,Robo_Parcial,3,0,Gasolina,8245.01
972,12,71302,Media,Colision,6,0,Hibrido,13443.15
973,7,141566,Media,Inundacion,6,1,Electrico,19113.86
974,18,31207,Leve,Colision,2,0,Diesel,5813.9
975,17,52873,Leve,Colision,1,1,Gasolina,7040.27
976,11,149420,Leve,Inundacion,6,1,Gasolina,13323.97
977,18,73966,Media,Colision,7,0,Gasolina,12794.0
978,5,177599,Leve,Robo_Parcial,3,1,Diesel,11274.5
979,0,122480,Leve,Choque_Multiple,5,0,Gasolina,11004.38
980,4,108762,Grave,Volcadura,9,1,Gasolina,22987.98
981,15,81130,Leve,Colision,1,0,Gasolina,4913.76
982,4,158658,Leve,Choque_Multiple,1,1,Gasolina,9826.27
983,13,119823,Grave,Volcadura,6,1,Gasolina,23695.83
984,10,128449,Leve,Robo_Parcial,4,0,Hibrido,9864.46
985,4,150662,Media,Choque_Multiple,7,0,Gasolina,14064.41
986,16,100399,Media,Colision,4,0,Diesel,10917.82
987,4,35472,Leve,Colision,1,0,Gasolina,4491.53
988,17,110744,Grave,Volcadura,7,1,Diesel,23985.49
989,18,171849,Grave,Robo_Parcial,8,1,Gasolina,20902.53
990,2,153365,Grave,Robo_Parcial,9,1,Diesel,21119.2
991,8,100745,Media,Colision,7,0,Gasolina,12174.27
992,9,75291,Media,Colision,4,0,Diesel,10930.75
993,4,102336,Leve,Robo_Parcial,2,0,Gasolina,5713.98
994,16,70459,Leve,Choque_Multiple,2,0,Diesel,9230.76
995,10,72992,Grave,Choque_Multiple,8,1,Diesel,21181.29
996,18,145344,Media,Colision,4,0,Hibrido,12819.08
997,12,25856,Leve,Choque_Multiple,2,0,Gasolina,8114.17
998,8,158986,Media,Colision,7,0,Gasolina,14253.71
999,15,139602,Leve,Colision,3,0,Gasolina,9466.83
1000,2,97707,Leve,Robo_Parcial,3,0,Gasolina,7814.08
